work_year,job_role,job_category,experience_level,employment_type,work_setting,company_location,company_size,salary_in_usd
2022,Data Analyst,Engineering,Senior,Part-Time,Hybrid,Germany,Small,39775
2022,Statistician,Data Science,Entry-Level,Full-Time,Hybrid,China,Large,44099
2021,Statistician,Data Science,Entry-Level,Contract,In-person,Mexico,Large,132341
2020,Data Engineer,Engineering,Senior,Freelance,Hybrid,China,Large,71842
2020,Data Engineer,ML/AI,Mid-Level,Full-Time,In-person,India,Small,87163
2020,Data Analyst,Engineering,Mid-Level,Part-Time,In-person,Germany,Small,152863
2021,Data Scientist,ML/AI,Mid-Level,Freelance,Hybrid,United Kingdom,Medium,125608
2021,Machine Learning Engineer,Analysis,Senior,Contract,Remote,Mexico,Medium,170931
2021,Data Engineer,Engineering,Mid-Level,Contract,In-person,Mexico,Medium,139478
2021,Data Engineer,Engineering,Mid-Level,Full-Time,Remote,China,Medium,85700
2021,Data Scientist,ML/AI,Executive,Contract,Remote,United States,Small,32539
2020,Data Scientist,ML/AI,Mid-Level,Full-Time,In-person,United Kingdom,Large,138609
2021,Statistician,Engineering,Entry-Level,Contract,Remote,United Kingdom,Small,108735
2021,Machine Learning Engineer,Data Science,Mid-Level,Freelance,Hybrid,United States,Small,194230
2020,Data Scientist,Data Science,Senior,Part-Time,Hybrid,India,Small,87824
2021,Data Engineer,Data Science,Senior,Freelance,Remote,Japan,Small,42281
2020,Data Engineer,Analysis,Mid-Level,Part-Time,Hybrid,Germany,Large,176192
2020,Data Analyst,Analysis,Senior,Full-Time,In-person,Germany,Large,39946
2022,Data Scientist,ML/AI,Senior,Contract,In-person,United Kingdom,Medium,154128
2022,Statistician,Analysis,Mid-Level,Freelance,Remote,United States,Small,154016
2022,Machine Learning Engineer,Data Science,Executive,Contract,Hybrid,Mexico,Medium,106427
2022,Statistician,Engineering,Executive,Full-Time,Remote,United Kingdom,Large,56111
2021,Data Engineer,Analysis,Executive,Part-Time,Hybrid,United Kingdom,Large,63290
2022,Statistician,Analysis,Executive,Freelance,In-person,Mexico,Medium,195534
2020,Data Engineer,Data Science,Entry-Level,Part-Time,Hybrid,Mexico,Large,34837
2021,Data Engineer,Analysis,Mid-Level,Part-Time,Hybrid,China,Large,41801
2022,Data Engineer,ML/AI,Senior,Full-Time,Remote,India,Small,159342
2020,Data Engineer,Engineering,Entry-Level,Part-Time,In-person,Germany,Large,184782
2021,Data Engineer,Data Science,Mid-Level,Full-Time,Hybrid,Japan,Large,127157
2021,Data Analyst,ML/AI,Senior,Part-Time,In-person,United States,Large,70916
2022,Statistician,Data Science,Entry-Level,Part-Time,Hybrid,Japan,Medium,174137
2021,Data Analyst,ML/AI,Executive,Freelance,In-person,United States,Medium,92546
2020,Data Analyst,Engineering,Mid-Level,Full-Time,Hybrid,Germany,Large,75474
2021,Data Scientist,Data Science,Senior,Contract,In-person,India,Small,123766
2020,Data Scientist,ML/AI,Entry-Level,Contract,Hybrid,Japan,Small,66388
2021,Data Scientist,ML/AI,Senior,Contract,In-person,United States,Medium,106167
2022,Machine Learning Engineer,ML/AI,Entry-Level,Freelance,Hybrid,United Kingdom,Small,125364
2020,Data Scientist,Data Science,Executive,Freelance,Hybrid,Mexico,Small,104667
2021,Statistician,Data Science,Executive,Part-Time,In-person,Germany,Medium,109843
2021,Data Analyst,ML/AI,Mid-Level,Part-Time,Remote,India,Medium,33709
2021,Statistician,Engineering,Executive,Contract,Hybrid,Mexico,Small,78754
2020,Data Scientist,Data Science,Entry-Level,Part-Time,Hybrid,China,Medium,116257
2020,Machine Learning Engineer,Analysis,Senior,Part-Time,Remote,United Kingdom,Large,35094
2020,Machine Learning Engineer,Engineering,Executive,Freelance,Hybrid,India,Medium,170487
2022,Data Analyst,Analysis,Senior,Contract,In-person,United States,Medium,37472
2022,Statistician,Data Science,Executive,Full-Time,Remote,United Kingdom,Small,66131
2020,Data Engineer,Data Science,Entry-Level,Contract,Hybrid,China,Large,114943
2021,Statistician,Data Science,Senior,Freelance,In-person,China,Medium,113737
2022,Data Scientist,Analysis,Mid-Level,Contract,In-person,India,Medium,189020
2020,Data Engineer,ML/AI,Mid-Level,Full-Time,Remote,Germany,Medium,53115
2021,Machine Learning Engineer,ML/AI,Entry-Level,Part-Time,Remote,Japan,Large,57961
2022,Data Analyst,Engineering,Entry-Level,Contract,Remote,China,Medium,77083
2021,Data Analyst,ML/AI,Executive,Freelance,In-person,China,Small,77182
2021,Machine Learning Engineer,Analysis,Senior,Freelance,Hybrid,Mexico,Small,157987
2021,Data Scientist,Engineering,Entry-Level,Contract,In-person,Japan,Medium,32017
2021,Machine Learning Engineer,Engineering,Entry-Level,Part-Time,In-person,United Kingdom,Large,165295
2022,Data Scientist,Engineering,Mid-Level,Part-Time,Remote,Germany,Medium,91852
2022,Data Engineer,ML/AI,Mid-Level,Freelance,Hybrid,Germany,Small,80509
2022,Machine Learning Engineer,ML/AI,Entry-Level,Freelance,In-person,Mexico,Medium,184147
2020,Data Scientist,ML/AI,Entry-Level,Full-Time,Remote,India,Medium,36531
2022,Data Engineer,Engineering,Senior,Part-Time,Remote,United Kingdom,Medium,165738
2021,Machine Learning Engineer,Engineering,Executive,Contract,Hybrid,Mexico,Large,74023
2022,Data Analyst,Data Science,Senior,Freelance,Hybrid,Germany,Large,196308
2021,Machine Learning Engineer,Data Science,Entry-Level,Freelance,Remote,India,Small,70059
2020,Statistician,ML/AI,Executive,Freelance,Hybrid,Germany,Medium,70023
2021,Machine Learning Engineer,Engineering,Senior,Freelance,Hybrid,United Kingdom,Small,34236
2021,Statistician,ML/AI,Entry-Level,Part-Time,In-person,Germany,Small,197696
2021,Data Engineer,ML/AI,Senior,Freelance,Hybrid,Mexico,Large,193890
2020,Machine Learning Engineer,Data Science,Entry-Level,Part-Time,Remote,Germany,Medium,191172
2022,Data Engineer,Analysis,Mid-Level,Full-Time,Hybrid,Germany,Small,135109
2022,Data Engineer,ML/AI,Senior,Full-Time,In-person,Japan,Small,156682
2020,Data Scientist,Analysis,Mid-Level,Contract,Hybrid,United States,Large,54941
2021,Data Engineer,Analysis,Mid-Level,Freelance,In-person,United Kingdom,Medium,123067
2022,Data Engineer,Engineering,Executive,Contract,Hybrid,Japan,Medium,131349
2020,Machine Learning Engineer,Engineering,Executive,Part-Time,Hybrid,United States,Small,106629
2022,Machine Learning Engineer,ML/AI,Senior,Contract,Remote,China,Large,194097
2020,Data Analyst,Data Science,Entry-Level,Contract,Remote,Germany,Medium,41651
2021,Data Scientist,Data Science,Executive,Freelance,Hybrid,Germany,Medium,120380
2022,Data Engineer,ML/AI,Executive,Part-Time,Hybrid,Mexico,Small,79823
2020,Data Scientist,ML/AI,Mid-Level,Part-Time,In-person,Japan,Medium,174661
2022,Statistician,Data Science,Mid-Level,Freelance,In-person,India,Medium,69768
2022,Data Engineer,Analysis,Entry-Level,Part-Time,Remote,United Kingdom,Medium,115558
2022,Data Scientist,ML/AI,Executive,Full-Time,Hybrid,United States,Medium,142784
2022,Data Analyst,Analysis,Executive,Freelance,Hybrid,Germany,Small,134389
2020,Data Analyst,ML/AI,Entry-Level,Freelance,In-person,United Kingdom,Medium,161306
2021,Data Engineer,ML/AI,Executive,Freelance,Hybrid,Germany,Medium,102370
2020,Statistician,Analysis,Senior,Full-Time,Hybrid,Germany,Large,176127
2020,Data Analyst,Analysis,Senior,Part-Time,Hybrid,Germany,Small,98743
2020,Data Analyst,Data Science,Entry-Level,Full-Time,In-person,Mexico,Medium,163472
2021,Statistician,ML/AI,Mid-Level,Full-Time,In-person,United Kingdom,Large,117009
2022,Data Scientist,Data Science,Senior,Full-Time,In-person,Japan,Medium,140866
2022,Data Analyst,Analysis,Mid-Level,Contract,Hybrid,United Kingdom,Medium,119471
2022,Machine Learning Engineer,ML/AI,Executive,Part-Time,In-person,United Kingdom,Large,90598
2021,Data Analyst,ML/AI,Executive,Part-Time,Remote,China,Small,55015
2022,Data Scientist,ML/AI,Mid-Level,Freelance,Remote,India,Medium,94430
2021,Data Scientist,Analysis,Mid-Level,Freelance,In-person,Mexico,Large,79185
2022,Data Engineer,Engineering,Senior,Contract,In-person,India,Small,92306
2022,Machine Learning Engineer,Engineering,Mid-Level,Full-Time,Hybrid,Mexico,Large,49416
2020,Data Scientist,Engineering,Entry-Level,Freelance,In-person,Japan,Large,108655
2021,Statistician,Data Science,Entry-Level,Part-Time,In-person,India,Large,103180
2020,Machine Learning Engineer,Analysis,Executive,Freelance,Remote,Mexico,Large,80262
2020,Machine Learning Engineer,ML/AI,Executive,Full-Time,Remote,Japan,Medium,104189
2020,Statistician,Data Science,Executive,Contract,Remote,Mexico,Medium,109952
2021,Data Analyst,Data Science,Mid-Level,Full-Time,Remote,Germany,Large,83662
2021,Statistician,Engineering,Senior,Freelance,In-person,Germany,Large,82191
2022,Statistician,ML/AI,Mid-Level,Contract,Remote,United Kingdom,Large,173285
2020,Data Analyst,Data Science,Entry-Level,Contract,Hybrid,Germany,Large,113176
2022,Data Analyst,Data Science,Senior,Full-Time,Hybrid,India,Small,91353
2020,Data Analyst,ML/AI,Mid-Level,Freelance,In-person,United States,Medium,131544
2021,Data Analyst,Analysis,Executive,Full-Time,Hybrid,United Kingdom,Large,176874
2021,Data Analyst,ML/AI,Executive,Freelance,Remote,Japan,Small,73671
2021,Statistician,ML/AI,Entry-Level,Freelance,Remote,Germany,Large,73388
2020,Data Engineer,Analysis,Entry-Level,Part-Time,Hybrid,United Kingdom,Small,195672
2021,Data Engineer,Engineering,Entry-Level,Contract,In-person,United Kingdom,Large,113944
2020,Data Scientist,Engineering,Executive,Freelance,Remote,United Kingdom,Large,90690
2022,Data Engineer,Engineering,Entry-Level,Full-Time,Remote,Germany,Small,166808
2020,Data Engineer,Analysis,Executive,Full-Time,Hybrid,Japan,Small,77165
2022,Statistician,Data Science,Executive,Part-Time,In-person,United Kingdom,Medium,61247
2020,Data Analyst,Analysis,Executive,Part-Time,In-person,United Kingdom,Large,149645
2022,Data Analyst,ML/AI,Mid-Level,Part-Time,Hybrid,United Kingdom,Large,58821
2021,Statistician,Analysis,Executive,Contract,Remote,China,Medium,164285
2022,Data Engineer,Data Science,Entry-Level,Part-Time,Hybrid,Germany,Medium,138659
2021,Statistician,Data Science,Entry-Level,Contract,Hybrid,China,Medium,190567
2021,Data Scientist,ML/AI,Entry-Level,Part-Time,Hybrid,India,Small,101744
2022,Data Analyst,Engineering,Entry-Level,Contract,Remote,Japan,Small,170716
2020,Machine Learning Engineer,ML/AI,Executive,Freelance,Remote,United Kingdom,Small,167525
2020,Data Scientist,Data Science,Executive,Part-Time,Hybrid,China,Large,147441
2020,Data Scientist,Data Science,Executive,Contract,In-person,United Kingdom,Small,142045
2020,Statistician,ML/AI,Entry-Level,Freelance,Hybrid,China,Medium,41263
2020,Data Engineer,Data Science,Mid-Level,Part-Time,Remote,United Kingdom,Small,86480
2021,Data Analyst,Engineering,Senior,Freelance,In-person,Mexico,Small,156926
2020,Machine Learning Engineer,ML/AI,Senior,Part-Time,In-person,Germany,Medium,193093
2021,Data Scientist,Engineering,Senior,Full-Time,Remote,India,Large,148055
2021,Machine Learning Engineer,Data Science,Mid-Level,Contract,Remote,United Kingdom,Large,179030
2021,Data Engineer,Data Science,Executive,Full-Time,Hybrid,China,Small,71128
2022,Data Engineer,Engineering,Senior,Contract,Remote,United Kingdom,Large,117498
2022,Machine Learning Engineer,ML/AI,Senior,Full-Time,In-person,Germany,Large,72563
2021,Data Analyst,ML/AI,Executive,Part-Time,Hybrid,Japan,Medium,47414
2022,Data Engineer,Engineering,Senior,Full-Time,Hybrid,Japan,Medium,152452
2020,Machine Learning Engineer,Data Science,Executive,Part-Time,In-person,India,Medium,105462
2020,Data Scientist,Analysis,Senior,Contract,Remote,Mexico,Large,135209
2021,Machine Learning Engineer,Engineering,Executive,Part-Time,Hybrid,Japan,Large,67210
2020,Machine Learning Engineer,Engineering,Entry-Level,Full-Time,In-person,United Kingdom,Medium,176362
2021,Statistician,Engineering,Mid-Level,Freelance,In-person,Germany,Large,160768
2021,Data Engineer,Data Science,Senior,Contract,In-person,Mexico,Medium,33667
2020,Data Analyst,ML/AI,Executive,Freelance,Remote,United Kingdom,Small,157710
2022,Data Analyst,Data Science,Entry-Level,Freelance,Remote,United Kingdom,Small,47660
2020,Statistician,Engineering,Executive,Freelance,Remote,India,Large,102089
2020,Data Analyst,Data Science,Senior,Freelance,Remote,Japan,Large,112462
2021,Machine Learning Engineer,Data Science,Senior,Freelance,In-person,Japan,Large,165880
2021,Statistician,Engineering,Senior,Full-Time,Hybrid,Japan,Large,124148
2021,Data Scientist,Data Science,Senior,Part-Time,In-person,China,Small,189087
2021,Data Engineer,Engineering,Entry-Level,Part-Time,Hybrid,United Kingdom,Medium,63351
2022,Data Engineer,Data Science,Entry-Level,Freelance,Hybrid,Germany,Small,151359
2022,Data Engineer,Data Science,Executive,Full-Time,Hybrid,Germany,Medium,104674
2022,Machine Learning Engineer,ML/AI,Executive,Freelance,Remote,United Kingdom,Large,66241
2021,Data Scientist,ML/AI,Senior,Freelance,In-person,United States,Medium,162270
2021,Statistician,Data Science,Senior,Contract,Hybrid,United Kingdom,Medium,122983
2021,Statistician,Engineering,Entry-Level,Full-Time,In-person,Mexico,Medium,132299
2022,Data Engineer,Engineering,Senior,Freelance,Remote,China,Medium,173185
2021,Data Scientist,Analysis,Mid-Level,Part-Time,Hybrid,Mexico,Small,132839
2020,Data Scientist,Data Science,Entry-Level,Contract,Remote,Japan,Large,68639
2020,Data Scientist,Analysis,Senior,Freelance,Remote,United Kingdom,Large,94036
2021,Data Analyst,Analysis,Executive,Freelance,In-person,China,Medium,115223
2020,Data Analyst,ML/AI,Entry-Level,Freelance,Hybrid,United States,Large,97983
2020,Data Engineer,Engineering,Senior,Full-Time,Remote,United Kingdom,Small,156164
2022,Data Scientist,Data Science,Executive,Freelance,In-person,Mexico,Medium,104944
2021,Data Scientist,Engineering,Executive,Part-Time,Hybrid,Japan,Large,152427
2021,Statistician,Analysis,Senior,Contract,Hybrid,India,Large,47674
2022,Statistician,Analysis,Entry-Level,Full-Time,Remote,Germany,Medium,42413
2020,Data Engineer,Engineering,Senior,Contract,Remote,United States,Small,84986
2020,Data Scientist,Engineering,Senior,Part-Time,Remote,India,Medium,53071
2021,Data Engineer,Engineering,Entry-Level,Freelance,Remote,Germany,Large,104229
2020,Statistician,Engineering,Senior,Full-Time,Hybrid,India,Large,152116
2022,Statistician,Engineering,Senior,Freelance,Remote,Mexico,Large,112306
2022,Data Analyst,Analysis,Entry-Level,Full-Time,Remote,United Kingdom,Medium,158345
2021,Data Engineer,Engineering,Senior,Freelance,Remote,United Kingdom,Medium,97542
2022,Data Engineer,Analysis,Entry-Level,Part-Time,Hybrid,Germany,Large,35213
2022,Data Scientist,Engineering,Mid-Level,Part-Time,In-person,Germany,Medium,93815
2021,Data Scientist,Data Science,Senior,Freelance,In-person,United Kingdom,Small,197708
2022,Data Analyst,Analysis,Entry-Level,Part-Time,Hybrid,United Kingdom,Medium,93948
2022,Machine Learning Engineer,ML/AI,Mid-Level,Freelance,In-person,China,Small,105066
2022,Machine Learning Engineer,Analysis,Entry-Level,Full-Time,Hybrid,Germany,Medium,77128
2020,Machine Learning Engineer,ML/AI,Executive,Part-Time,Remote,Germany,Medium,79504
2021,Data Engineer,Data Science,Executive,Full-Time,In-person,Mexico,Medium,100500
2021,Data Engineer,Data Science,Mid-Level,Freelance,Hybrid,China,Large,82340
2021,Statistician,Analysis,Mid-Level,Full-Time,Hybrid,Germany,Large,159222
2020,Data Engineer,Engineering,Executive,Contract,Remote,Mexico,Large,64070
2020,Data Engineer,Analysis,Executive,Freelance,Hybrid,Japan,Large,103285
2021,Data Engineer,Analysis,Executive,Part-Time,In-person,Mexico,Large,153405
2020,Data Analyst,Analysis,Entry-Level,Part-Time,Remote,China,Medium,175948
2021,Data Engineer,Engineering,Executive,Contract,Hybrid,Japan,Small,48262
2020,Data Scientist,Analysis,Mid-Level,Freelance,Remote,United Kingdom,Small,132409
2022,Data Scientist,Engineering,Senior,Freelance,Hybrid,Japan,Large,185126
2022,Statistician,Data Science,Senior,Freelance,In-person,Mexico,Large,184123
2021,Data Analyst,Analysis,Entry-Level,Freelance,In-person,United States,Medium,189457
2020,Data Scientist,Analysis,Executive,Full-Time,Remote,United Kingdom,Large,65587
2020,Data Analyst,Engineering,Mid-Level,Freelance,Hybrid,United States,Medium,158595
2022,Data Analyst,Analysis,Executive,Full-Time,Remote,India,Large,85131
2022,Statistician,Analysis,Senior,Full-Time,Remote,United States,Small,123019
2020,Data Analyst,Analysis,Entry-Level,Part-Time,In-person,India,Medium,188725
2020,Data Engineer,Analysis,Executive,Freelance,Remote,United States,Large,72018
2020,Data Analyst,Engineering,Entry-Level,Full-Time,Hybrid,Mexico,Medium,147177
2020,Statistician,Analysis,Senior,Freelance,In-person,Mexico,Large,115184
2020,Statistician,Analysis,Entry-Level,Contract,Hybrid,India,Medium,127292
2020,Statistician,Analysis,Entry-Level,Full-Time,Remote,India,Small,74561
2021,Data Scientist,Data Science,Mid-Level,Part-Time,In-person,United Kingdom,Large,146981
2020,Data Engineer,Engineering,Entry-Level,Freelance,Hybrid,Mexico,Medium,171142
2022,Data Scientist,Data Science,Senior,Part-Time,Hybrid,Germany,Small,63779
2021,Machine Learning Engineer,Data Science,Executive,Full-Time,Remote,Germany,Small,177688
2020,Data Engineer,Engineering,Entry-Level,Full-Time,Hybrid,United Kingdom,Medium,125909
2022,Data Analyst,Data Science,Executive,Part-Time,Remote,India,Medium,147715
2021,Statistician,Data Science,Mid-Level,Freelance,Remote,Germany,Large,130477
2022,Machine Learning Engineer,Data Science,Senior,Full-Time,Remote,Germany,Small,131688
2020,Data Engineer,Engineering,Senior,Contract,Remote,United States,Small,147016
2020,Data Scientist,Data Science,Mid-Level,Part-Time,In-person,Japan,Small,161869
2020,Statistician,ML/AI,Senior,Full-Time,Hybrid,United Kingdom,Small,174666
2020,Data Scientist,ML/AI,Mid-Level,Freelance,Hybrid,Japan,Medium,77754
2021,Data Engineer,Engineering,Executive,Full-Time,In-person,India,Large,83639
2021,Data Engineer,ML/AI,Senior,Freelance,Remote,United States,Medium,42669
2022,Machine Learning Engineer,Engineering,Mid-Level,Freelance,Remote,Germany,Large,159239
2020,Data Analyst,Engineering,Mid-Level,Full-Time,Remote,China,Medium,114509
